age,gender,tenure,frequent,payment_interval,subscription_type,contract_length,after_interaction,tenure_per_contract,delay_ratio,idle_ratio,late_flag,total_usage_score,age_group,risk_score,gender_subscription,tenure_x_payint,tenure_x_after,freq_x_after,delay_x_risk,risk_log1p,idle_sq,tenure_q10,payment_interval_q10,after_interaction_q10,tenure_per_contract_q10,TE_subscription_type_c0,TE_subscription_type_c1,TE_subscription_type_c2,TE_age_group_c0,TE_age_group_c1,TE_age_group_c2,TE_gender_c0,TE_gender_c1,TE_gender_c2,TE_contract_length_c0,TE_contract_length_c1,TE_contract_length_c2,TE_gender_subscription_c0,TE_gender_subscription_c1,TE_gender_subscription_c2
46.0,F,49.0,28.0,15.0,plus,30,2.0,1.6333332788888906,0.4999999833333339,0.040816325697626006,1,1372.0,40s,17.0,F_plus,735.0,98.0,56.0,8.499999716666677,2.8903717578961645,0.001665972443454685,9,9,5,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.41590080233406274,0.275200583515682,0.3088986141502553
48.0,F,13.0,17.0,17.0,vip,30,23.0,0.4333333188888894,0.5666666477777784,1.7692306331361052,1,221.0,40s,40.0,F_vip,221.0,299.0,391.0,22.66666591111114,3.713572066704308,3.1301770332271834,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.4357116721551409,0.2552506403219905,0.30903768752286864
20.0,F,53.0,21.0,10.0,member,90,1.0,0.5888888823456792,0.11111110987654323,0.01886792417230332,1,1113.0,20s,11.0,F_member,530.0,53.0,21.0,1.2222222086419754,2.4849066497880004,0.0003559985625717879,9,9,2,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.41473668118932966,0.2631659405335168,0.32209737827715357
20.0,M,56.0,3.0,13.0,vip,90,9.0,0.6222222153086421,0.1444444428395062,0.16071428284438782,1,168.0,20s,22.0,M_vip,728.0,504.0,27.0,3.1777777424691362,3.1354942159291497,0.02582908071018589,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.49332201471420484,0.2760045274476514,0.23067345783814375
46.0,M,49.0,18.0,9.0,vip,360,24.0,0.1361111107330247,0.024999999930555555,0.4897959083715121,1,882.0,40s,33.0,M_vip,441.0,1176.0,432.0,0.8249999977083333,3.5263605246161616,0.2399000318574747,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.49332201471420484,0.2760045274476514,0.23067345783814375
45.0,F,42.0,3.0,6.0,plus,90,15.0,0.46666666148148156,0.06666666592592593,0.357142848639456,1,126.0,40s,21.0,F_plus,252.0,630.0,45.0,1.3999999844444446,3.091042453358316,0.12755101433430538,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.41590080233406274,0.275200583515682,0.3088986141502553
53.0,M,44.0,2.0,1.0,member,90,26.0,0.4888888834567902,0.011111110987654323,0.5909090774793392,1,88.0,50s,27.0,M_member,44.0,1144.0,52.0,0.2999999966666667,3.332204510175204,0.3491735378474837,9,6,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.3136503643603035,0.2999023364134926,0.3864472992262039,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4841031085943491,0.27529050905444463,0.2406063823512063
44.0,F,25.0,13.0,19.0,plus,90,8.0,0.27777777469135806,0.21111110876543213,0.3199999872000005,1,325.0,40s,27.0,F_plus,475.0,200.0,104.0,5.699999936666668,3.332204510175204,0.10239999180800048,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.41590080233406274,0.275200583515682,0.3088986141502553
63.0,F,17.0,14.0,3.0,member,360,3.0,0.047222222091049385,0.008333333310185185,0.17647057785467188,1,238.0,60+,6.0,F_member,51.0,51.0,42.0,0.04999999986111111,1.9459101490553132,0.03114186484836181,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.2766827274054606,0.24733537742736164,0.4759818951671777,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.41473668118932966,0.2631659405335168,0.32209737827715357
57.0,F,37.0,26.0,15.0,vip,90,30.0,0.4111111065432099,0.16666666481481485,0.8108107888970058,1,962.0,50s,45.0,F_vip,555.0,1110.0,780.0,7.499999916666668,3.828641396489095,0.6574141353917848,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.3136503643603035,0.2999023364134926,0.3864472992262039,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4357116721551409,0.2552506403219905,0.30903768752286864
56.0,F,21.0,8.0,11.0,vip,30,24.0,0.6999999766666675,0.36666665444444485,1.1428570884353766,1,168.0,50s,35.0,F_vip,231.0,504.0,192.0,12.83333290555557,3.58351893845611,1.3061223245869862,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.3136503643603035,0.2999023364134926,0.3864472992262039,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.4357116721551409,0.2552506403219905,0.30903768752286864
24.0,F,28.0,2.0,15.0,member,90,12.0,0.31111110765432104,0.16666666481481485,0.4285714132653067,1,56.0,20s,27.0,F_member,420.0,336.0,24.0,4.499999950000001,3.332204510175204,0.1836734562682223,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.41473668118932966,0.2631659405335168,0.32209737827715357
42.0,M,34.0,9.0,11.0,plus,360,23.0,0.09444444418209877,0.03055555547067901,0.676470568339101,1,306.0,40s,34.0,M_plus,374.0,782.0,207.0,1.0388888860030865,3.5553480614894135,0.45761242982902633,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.5043970201086652,0.26678989525569935,0.2288130846356355
39.0,M,9.0,4.0,18.0,vip,90,1.0,0.0999999988888889,0.1999999977777778,0.11111109876543349,1,36.0,30s,19.0,M_vip,162.0,9.0,4.0,3.799999957777778,2.995732273553991,0.012345676268861915,9,9,2,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.49332201471420484,0.2760045274476514,0.23067345783814375
19.0,M,60.0,12.0,18.0,vip,360,29.0,0.1666666662037037,0.04999999986111111,0.48333332527777795,1,720.0,10s,47.0,M_vip,1080.0,1740.0,348.0,2.349999993472222,3.8712010109078907,0.2336111033240743,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.5056980056980057,0.18945868945868946,0.30484330484330485,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.49332201471420484,0.2760045274476514,0.23067345783814375
34.0,F,54.0,7.0,14.0,plus,30,17.0,1.799999940000002,0.4666666511111116,0.31481480898491093,1,378.0,30s,31.0,F_plus,756.0,918.0,119.0,14.46666618444446,3.4657359027997265,0.09910836395620595,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.41590080233406274,0.275200583515682,0.3088986141502553
31.0,M,21.0,29.0,0.0,vip,90,17.0,0.23333333074074078,0.0,0.8095237709750585,0,609.0,30s,17.0,M_vip,0.0,357.0,493.0,0.0,2.8903717578961645,0.6553287357736789,9,2,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.49332201471420484,0.2760045274476514,0.23067345783814375
60.0,F,34.0,11.0,25.0,vip,90,26.0,0.37777777358024694,0.27777777469135806,0.7647058598615925,1,374.0,60+,51.0,F_vip,850.0,884.0,286.0,14.166666509259262,3.9512437185814275,0.5847750521066575,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.2766827274054606,0.24733537742736164,0.4759818951671777,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4357116721551409,0.2552506403219905,0.30903768752286864
34.0,M,44.0,25.0,3.0,vip,360,15.0,0.12222222188271605,0.008333333310185185,0.3409090831611572,1,1100.0,30s,18.0,M_vip,132.0,660.0,375.0,0.14999999958333332,2.9444389791664403,0.1162190029817808,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.49332201471420484,0.2760045274476514,0.23067345783814375
37.0,M,31.0,4.0,10.0,vip,360,19.0,0.08611111087191359,0.027777777700617283,0.6129032060353804,1,124.0,30s,29.0,M_vip,310.0,589.0,76.0,0.8055555533179012,3.4011973816621555,0.37565033996844793,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.49332201471420484,0.2760045274476514,0.23067345783814375
29.0,M,45.0,7.0,3.0,plus,90,5.0,0.49999999444444454,0.03333333296296297,0.11111110864197538,1,315.0,20s,8.0,M_plus,135.0,225.0,35.0,0.26666666370370373,2.1972245773362196,0.012345678463648854,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.5043970201086652,0.26678989525569935,0.2288130846356355
46.0,F,43.0,7.0,8.0,vip,30,1.0,1.4333332855555572,0.26666665777777804,0.023255813412655504,1,301.0,40s,9.0,F_vip,344.0,43.0,7.0,2.399999920000002,2.302585092994046,0.0005408328574842477,9,9,2,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.4357116721551409,0.2552506403219905,0.30903768752286864
32.0,M,41.0,10.0,24.0,plus,90,1.0,0.45555555049382723,0.26666666370370373,0.024390243307555043,1,410.0,30s,25.0,M_plus,984.0,41.0,10.0,6.666666592592593,3.258096538021482,0.0005948839686017336,9,9,2,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.5043970201086652,0.26678989525569935,0.2288130846356355
48.0,F,10.0,22.0,4.0,vip,360,3.0,0.027777777700617283,0.011111111080246913,0.299999970000003,1,220.0,40s,7.0,F_vip,40.0,30.0,66.0,0.07777777756172839,2.0794415416798357,0.0899999820000027,9,9,9,7,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4357116721551409,0.2552506403219905,0.30903768752286864
32.0,M,40.0,13.0,13.0,plus,90,10.0,0.4444444395061729,0.1444444428395062,0.24999999375000018,1,520.0,30s,23.0,M_plus,520.0,400.0,130.0,3.322222185308642,3.1780538303479458,0.06249999687500013,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.5043970201086652,0.26678989525569935,0.2288130846356355
31.0,M,39.0,13.0,27.0,plus,30,25.0,1.299999956666668,0.899999970000001,0.6410256245890866,1,507.0,30s,52.0,M_plus,1053.0,975.0,325.0,46.79999844000005,3.970291913552122,0.4109138513798286,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.5043970201086652,0.26678989525569935,0.2288130846356355
46.0,M,58.0,27.0,2.0,plus,90,1.0,0.6444444372839507,0.022222221975308647,0.017241379013079674,1,1566.0,40s,3.0,M_plus,116.0,58.0,27.0,0.06666666592592593,1.3862943611198906,0.0002972651502726642,9,9,2,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.5043970201086652,0.26678989525569935,0.2288130846356355
19.0,F,31.0,11.0,0.0,vip,90,3.0,0.344444440617284,0.0,0.09677419042663901,0,341.0,10s,3.0,F_vip,0.0,93.0,33.0,0.0,1.3862943611198906,0.00936524393273139,9,2,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.5056980056980057,0.18945868945868946,0.30484330484330485,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4357116721551409,0.2552506403219905,0.30903768752286864
44.0,M,52.0,23.0,22.0,member,360,28.0,0.14444444404320989,0.06111111094135802,0.538461528106509,1,1196.0,40s,50.0,M_member,1144.0,1456.0,644.0,3.0555555470679012,3.9318256327243257,0.28994081725079685,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4841031085943491,0.27529050905444463,0.2406063823512063
50.0,F,34.0,24.0,18.0,member,360,5.0,0.09444444418209877,0.04999999986111111,0.1470588192041524,1,816.0,50s,23.0,F_member,612.0,170.0,120.0,1.1499999968055554,3.1780538303479458,0.02162629630571958,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.3136503643603035,0.2999023364134926,0.3864472992262039,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.41473668118932966,0.2631659405335168,0.32209737827715357
43.0,M,50.0,17.0,20.0,member,90,4.0,0.5555555493827161,0.22222221975308645,0.07999999840000004,1,850.0,40s,24.0,M_member,1000.0,200.0,68.0,5.333333274074075,3.2188758248682006,0.006399999744000008,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4841031085943491,0.27529050905444463,0.2406063823512063
59.0,M,13.0,23.0,9.0,member,30,3.0,0.4333333188888894,0.2999999900000003,0.23076921301775286,1,299.0,50s,12.0,M_member,117.0,39.0,69.0,3.599999880000004,2.5649493574615367,0.05325442967683299,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.3136503643603035,0.2999023364134926,0.3864472992262039,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.4841031085943491,0.27529050905444463,0.2406063823512063
21.0,M,33.0,3.0,3.0,member,30,18.0,1.0999999633333346,0.09999999666666677,0.5454545289256204,1,99.0,20s,21.0,M_member,99.0,594.0,54.0,2.0999999300000023,3.091042453358316,0.2975206431254705,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.4841031085943491,0.27529050905444463,0.2406063823512063
51.0,M,6.0,19.0,6.0,plus,30,1.0,0.19999999333333354,0.19999999333333354,0.16666663888889352,1,114.0,50s,7.0,M_plus,36.0,6.0,19.0,1.3999999533333347,2.0794415416798357,0.027777768518520835,8,9,2,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.3136503643603035,0.2999023364134926,0.3864472992262039,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.5043970201086652,0.26678989525569935,0.2288130846356355
24.0,M,11.0,22.0,6.0,vip,30,5.0,0.36666665444444485,0.19999999333333354,0.4545454132231443,1,242.0,20s,11.0,M_vip,66.0,55.0,110.0,2.1999999266666688,2.4849066497880004,0.206611532682199,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.49332201471420484,0.2760045274476514,0.23067345783814375
41.0,F,18.0,19.0,9.0,member,90,28.0,0.1999999977777778,0.0999999988888889,1.5555554691358071,1,342.0,40s,37.0,F_member,162.0,504.0,532.0,3.699999958888889,3.6375861597263857,2.419752817558321,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.41473668118932966,0.2631659405335168,0.32209737827715357
24.0,F,43.0,5.0,27.0,member,30,6.0,1.4333332855555572,0.899999970000001,0.13953488047593302,1,215.0,20s,33.0,F_member,1161.0,258.0,30.0,29.69999901000003,3.5263605246161616,0.01946998286943291,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.41473668118932966,0.2631659405335168,0.32209737827715357
64.0,M,45.0,17.0,28.0,vip,30,22.0,1.4999999500000016,0.9333333022222232,0.4888888780246916,1,765.0,60+,50.0,M_vip,1260.0,990.0,374.0,46.66666511111116,3.9318256327243257,0.23901233505624178,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.2766827274054606,0.24733537742736164,0.4759818951671777,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.49332201471420484,0.2760045274476514,0.23067345783814375
34.0,F,54.0,10.0,4.0,member,360,18.0,0.14999999958333335,0.011111111080246913,0.33333332716049396,1,540.0,30s,22.0,F_member,216.0,972.0,180.0,0.2444444437654321,3.1354942159291497,0.1111111069958849,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.41473668118932966,0.2631659405335168,0.32209737827715357
59.0,M,32.0,14.0,8.0,member,90,12.0,0.35555555160493835,0.08888888790123459,0.3749999882812504,1,448.0,50s,20.0,M_member,256.0,384.0,168.0,1.7777777580246918,3.044522437723423,0.14062499121093794,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.3136503643603035,0.2999023364134926,0.3864472992262039,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4841031085943491,0.27529050905444463,0.2406063823512063
52.0,M,17.0,24.0,29.0,vip,360,11.0,0.047222222091049385,0.08055555533179012,0.6470587854671302,1,408.0,50s,40.0,M_vip,493.0,187.0,264.0,3.222222213271605,3.713572066704308,0.4186850718501977,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.3136503643603035,0.2999023364134926,0.3864472992262039,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.49332201471420484,0.2760045274476514,0.23067345783814375
39.0,F,1.0,27.0,10.0,plus,360,2.0,0.0027777777700617283,0.027777777700617283,1.9999980000020001,1,27.0,30s,12.0,F_plus,10.0,2.0,54.0,0.33333333240740737,2.5649493574615367,3.9999920000120004,1,9,5,0,0.4662095673427928,0.270323461257658,0.2634669713995492,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.41590080233406274,0.275200583515682,0.3088986141502553
39.0,F,4.0,27.0,6.0,member,90,18.0,0.04444444395061729,0.06666666592592593,4.499998875000281,1,108.0,30s,24.0,F_member,24.0,72.0,486.0,1.5999999822222224,3.2188758248682006,20.24998987500379,5,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.41473668118932966,0.2631659405335168,0.32209737827715357
54.0,F,12.0,23.0,23.0,vip,360,5.0,0.03333333324074074,0.06388888871141975,0.41666663194444736,1,276.0,50s,28.0,F_vip,276.0,60.0,115.0,1.788888883919753,3.367295829986474,0.17361108217592958,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.3136503643603035,0.2999023364134926,0.3864472992262039,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4357116721551409,0.2552506403219905,0.30903768752286864
49.0,M,17.0,21.0,1.0,member,360,1.0,0.047222222091049385,0.0027777777700617283,0.05882352595155729,1,357.0,40s,2.0,M_member,17.0,17.0,21.0,0.005555555540123457,1.0986122886681096,0.0034602072053735345,9,6,2,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4841031085943491,0.27529050905444463,0.2406063823512063
37.0,F,23.0,25.0,19.0,vip,360,9.0,0.06388888871141975,0.05277777763117284,0.39130433081285515,1,575.0,30s,28.0,F_vip,437.0,207.0,225.0,1.4777777736728395,3.367295829986474,0.15311907931289637,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4357116721551409,0.2552506403219905,0.30903768752286864
45.0,F,39.0,22.0,17.0,member,360,2.0,0.10833333303240741,0.047222222091049385,0.05128204996712693,1,858.0,40s,19.0,F_member,663.0,78.0,44.0,0.8972222197299383,2.995732273553991,0.0026298486488309032,9,9,5,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.41473668118932966,0.2631659405335168,0.32209737827715357
35.0,M,43.0,17.0,9.0,member,90,9.0,0.4777777724691359,0.0999999988888889,0.20930232071389954,1,731.0,30s,18.0,M_member,387.0,387.0,153.0,1.7999999800000002,2.9444389791664403,0.04380746145622406,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4841031085943491,0.27529050905444463,0.2406063823512063
44.0,M,40.0,14.0,19.0,plus,360,13.0,0.11111111080246913,0.05277777763117284,0.3249999918750002,1,560.0,40s,32.0,M_plus,760.0,520.0,182.0,1.688888884197531,3.4965075614664802,0.10562499471875021,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.5043970201086652,0.26678989525569935,0.2288130846356355
35.0,M,9.0,28.0,2.0,member,90,15.0,0.0999999988888889,0.022222221975308647,1.6666664814815022,1,252.0,30s,17.0,M_member,18.0,135.0,420.0,0.377777773580247,2.8903717578961645,2.7777771604939305,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4841031085943491,0.27529050905444463,0.2406063823512063
47.0,M,43.0,14.0,18.0,plus,360,6.0,0.11944444411265433,0.04999999986111111,0.13953488047593302,1,602.0,40s,24.0,M_plus,774.0,258.0,84.0,1.1999999966666666,3.2188758248682006,0.01946998286943291,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.5043970201086652,0.26678989525569935,0.2288130846356355
21.0,M,45.0,8.0,12.0,vip,90,15.0,0.49999999444444454,0.13333333185185187,0.3333333259259261,1,360.0,20s,27.0,M_vip,540.0,675.0,120.0,3.5999999600000003,3.332204510175204,0.1111111061728397,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.49332201471420484,0.2760045274476514,0.23067345783814375
32.0,M,13.0,21.0,3.0,plus,360,11.0,0.03611111101080247,0.008333333310185185,0.8461537810650938,1,273.0,30s,14.0,M_plus,39.0,143.0,231.0,0.1166666663425926,2.70805020110221,0.7159762212107547,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.5043970201086652,0.26678989525569935,0.2288130846356355
22.0,M,56.0,8.0,8.0,vip,360,27.0,0.15555555512345678,0.022222222160493826,0.4821428485331634,1,448.0,20s,35.0,M_vip,448.0,1512.0,216.0,0.7777777756172839,3.58351893845611,0.23246172639167295,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.49332201471420484,0.2760045274476514,0.23067345783814375
